ID,DAY,RACE,ACTOR,TEXT,TYPE,TONE,MOOD,CLIENT,EXTRA,SUSPECT1,SUSPECT2,SUSPECT3,CORRECTANSWER
#0201060306--,02,Elementales,Terry,"Birthdays, weddings, bachelor parties, and… FUNERALS!",dialogue,exclamative,neutral,clientSIX,,,,,
#0201060406--,02,Elementales,Terry,I’m super pumped! I have a new party partner — her name’s Rave-N.,dialogue,normal,neutral,clientSIX,,,,,
#0201060506--,02,Elementales,Terry,She even studied Partyology.,dialogue,normal,neutral,clientSIX,,,,,
#0201060606--,02,Elementales,Terry,I got expelled though… for my thesis: “How to Brighten Up Funerals!,dialogue,exclamative,neutral,clientSIX,,,,,
#0201060706--,02,Elementales,Terry,"Anyway, I’ve got a bachelor party coming up, and I need this gear.",dialogue,normal,neutral,clientSIX,,,,,
#0201069906--,02,Elementales,Terry,"Don’t ask what the crystal ball is for… seriously, don’t.",end,normal,neutral,clientSIX,,,,,
#020106AA06--,02,Elementales,Terry,This party’s gonna be INSANE!,tick,exclamative,neutral,clientSIX,,,,,
#020106BB06--,02,Elementales,Terry,"You wiped the smile off my face… but I’ll respect the rules, I guess...",cross,normal,neutral,clientSIX,,,,,
#0205030007--,02,Tecnópedos,Masermati,"Brrrmm! Speed and cleanliness, that’s my life!",init,exclamative,neutral,clientSEVEN,,,,,
#0205030107--,02,Tecnópedos,Masermati,"I became a race car, but I’m still a dishwasher.",dialogue,normal,neutral,clientSEVEN,,,,,
#0205039907--,02,Tecnópedos,Masermati,"I’ve got a race soon — I need the energy, big time!",end,normal,neutral,clientSEVEN,,,,,
#020503AA07--,02,Tecnópedos,Masermati,VROOOM! Thanks for the fuel-up!,tick,exclamative,neutral,clientSEVEN,,,,,
#020503BB07--,02,Tecnópedos,Masermati,What?! Now I won’t even make it to the starting line!,cross,exclamative,neutral,clientSEVEN,,,,,
#0204060008--,02,Magos Oscuros,Pijus Magnus,"Human, I am Pijus Magnus, son of the Wizard King. Kneel before, me! Or don’t, cuz you wouldn’t see me with the counter!",init,normal,neutral,clientEIGHT,,,,,
#0204060108--,02,Magos Oscuros,Pijus Magnus,This product is discounted because I say so!!!,dialogue,normal,neutral,clientEIGHT,,,,,
#0204069908--,02,Magos Oscuros,Pijus Magnus,"Are you going to charge me, or should I call Daddy?",end,interrogative,neutral,clientEIGHT,,,,,
#020406AA08--,02,Magos Oscuros,Pijus Magnus,Good pet!!!,tick,normal,neutral,clientEIGHT,,,,,
#020406BB08--,02,Magos Oscuros,Pijus Magnus,Charging me like a commoner?! I’m so calling Daddy!!!,cross,interrogative,neutral,clientEIGHT,,,,,
#0201030009--,02,Elementales,Jissy,Yo… bro.,init,normal,neutral,clientNINE,,,,,
#0201030109--,02,Elementales,Jissy,"Everything here’s contaminated, y’know? Even the “pure” drinks.",dialogue,interrogative,neutral,clientNINE,,,,,
#0201039909--,02,Elementales,Jissy,Doesn’t matter. I need to get hyped for my next mix.,end,normal,neutral,clientNINE,,,,,
#020103AA09--,02,Elementales,Jissy,"Nice, bro. Not all humans suck.",tick,normal,neutral,clientNINE,,,,,
#020103BB09--,02,Elementales,Jissy,"For real? You work for them, huh? Knew it…",cross,interrogative,neutral,clientNINE,,,,,
#0205040010--,02,Tecnópedos,Rave-N,¿Eres nuevo por aquí? Me llamo…,init,interrogative,neutral,clientTEN,,,,,
#0205040110--,02,Tecnópedos,Rave-N,"¡Espera, que llegaré tarde!",dialogue,exclamative,neutral,clientTEN,,,,,
#0205049910--,02,Tecnópedos,Rave-N,"Suelo hablar más te lo prometo, pero tengo prisa, ¿puedes cobrarme esto?",end,interrogative,neutral,clientTEN,,,,,
#020504AA10--,02,Tecnópedos,Rave-N,"Gracias, prometo que volveré amigui.",tick,normal,neutral,clientTEN,,,,,
#020504BB10--,02,Tecnópedos,Rave-N,"Lo necesitaba, pero que le voy a hacer. ",cross,normal,neutral,clientTEN,,,,,
#0206020099--,02,Desconocida,Detective,"Hello, clerk. I’m with the Department of Paranormal Affairs — I’m a detective.",init,normal,neutral,clientFINAL,,,,,
#0206020199--,02,Desconocida,Detective,I’ve got a question about a homicide case. Someone turned a hybrid into a limbastic.,dialogue,normal,neutral,clientFINAL,,,,,
#0206020299--,02,Desconocida,Detective,"The victim kept going on about a date, but I think they’ll be waiting a while now.",dialogue,normal,neutral,clientFINAL,,,,,
#0206020399--,02,Desconocida,Detective,"We believe a magical artifact may be involved — specifically, a spellbook.",dialogue,normal,neutral,clientFINAL,,,,,
#0206020499--,02,Desconocida,Detective,Have you seen any of your customers carrying something like that?,dialogue,interrogative,neutral,clientFINAL,,Giovanni,Jissy,Masermati,Giovanni
#0206029999--,02,Desconocida,Detective,"Thanks for your cooperation. Have a good day, human.",end,normal,neutral,clientFINAL,,,,,
#0306010000--,03,Desconocida,Minijefe,"Morning, newbie.",init,normal,neutral,clientZERO,,,,,
#0306010100--,03,Desconocida,Minijefe,Looks like you're getting the hang of your job.,dialogue,normal,neutral,clientZERO,,,,,
#0306010200--,03,Desconocida,Minijefe,You're lasting longer than the last employee…,dialogue,normal,neutral,clientZERO,,,,,
#0306010300--,03,Desconocida,Minijefe,"No clue how you’re still alive, honestly.",dialogue,normal,neutral,clientZERO,,,,,
#0306010400--,03,Desconocida,Minijefe,"Also, more drinks are banned for certain races today.",dialogue,normal,neutral,clientZERO,,,,,
#0306010500--,03,Desconocida,Minijefe,Check the rules — left side of your screen.,dialogue,normal,neutral,clientZERO,,,,,
#0306019900--,03,Desconocida,Minijefe,"Good luck, newbie.",end,normal,neutral,clientZERO,,,,,
#0303050001--,03,Limbásticos,Sergio,Hello young human… wish these cans were lighter.,init,normal,neutral,clientONE,,,,,
#0303050101--,03,Limbásticos,Sergio,"I used to be a great knight — Sergio Nerviosus, nerves of steel.",dialogue,normal,neutral,clientONE,,,,,
#0303050201--,03,Limbásticos,Sergio,Now I’m just a nervous pile of limbs and regrets.,dialogue,normal,neutral,clientONE,,,,,
#0303050301--,03,Limbásticos,Sergio,Some mage brought me back… Geeraard or something… what a dumb name.,dialogue,normal,neutral,clientONE,,,,,
#0303059901--,03,Limbásticos,Sergio,Gonna try and recharge with these… maybe I’ll at least lift a spoon.,end,normal,neutral,clientONE,,,,,
#030305AA01--,03,Limbásticos,Sergio,Thanks… maybe I’ll feel brave enough to wield a spoon again.,tick,normal,neutral,clientONE,,,,,
#030305BB01--,03,Limbásticos,Sergio,"It’s banned? Back in my day, this was breakfast!",cross,interrogative,neutral,clientONE,,,,,
#0305040002--,03,Tecnópedos,Rave-N,"Hey, you're that guy from the other day, right?",init,interrogative,neutral,clientTWO,,,,,
#0305040102--,03,Tecnópedos,Rave-N,"I’m Rave-n, certified fiestologist.",dialogue,normal,neutral,clientTWO,,,,,
#0305040202--,03,Tecnópedos,Rave-N,I worked a bachelor party recently — the dudes were cool.,dialogue,normal,neutral,clientTWO,,,,,
#0305040302--,03,Tecnópedos,Rave-N,But my buddy Terry didn’t have such a good time.,dialogue,normal,neutral,clientTWO,,,,,
#0305040402--,03,Tecnópedos,Rave-N,At least I got to blast some tracks.,dialogue,normal,neutral,clientTWO,,,,,
#0305040502--,03,Tecnópedos,Rave-N,Music nowadays is too sad and gloomy…,dialogue,normal,neutral,clientTWO,,,,,
#0305040602--,03,Tecnópedos,Rave-N,"Like, “Tears of Limbastics” level gloomy.",dialogue,normal,neutral,clientTWO,,,,,
#0305040702--,03,Tecnópedos,Rave-N,But “Magicians of Power”? Absolute bangers!,dialogue,exclamative,neutral,clientTWO,,,,,
#0305040802--,03,Tecnópedos,Rave-N,"Society’s just getting more and more emo, man",dialogue,normal,neutral,clientTWO,,,,,
#0305040902--,03,Tecnópedos,Rave-N,Puede que por todas esas nuevas normativas que salen cada día.,dialogue,normal,neutral,clientTWO,,,,,
#0305041002--,03,Tecnópedos,Rave-N,But I’m gonna spread some cheer with my music.,dialogue,normal,neutral,clientTWO,,,,,
#0305049902--,03,Tecnópedos,Rave-N,"Anyway, can you charge me, bro?",end,normal,neutral,clientTWO,,,,,
#030504AA02--,03,Tecnópedos,Rave-N,"You’re awesome, bro. I’ll get you into the next gig!",tick,normal,neutral,clientTWO,,,,,
#030504BB02--,03,Tecnópedos,Rave-N,Dang… now I won’t be at full party power.,cross,normal,neutral,clientTWO,,,,,
#0301040003--,03,Elementales,Rocón,H-h-hi... I w-want to buy this f-f-for my d-dad...,init,normal,neutral,clientTHREE,,,,,
#0301040103--,03,Elementales,Rocón,It’s for d-d-decorating the rock in our l-living room...,dialogue,normal,neutral,clientTHREE,,,,,
#0301049903--,03,Elementales,Rocón,H-h-hope he likes it... it's his b-birthday!,end,exclamative,neutral,clientTHREE,,,,,
#030104AA03--,03,Elementales,Rocón,Th-th-thank you… he’ll cry… like a rock.,tick,normal,neutral,clientTHREE,,,,,
#030104BB03--,03,Elementales,Rocón,D-d-darn… it was g-g-gonna be a surprise.,cross,normal,neutral,clientTHREE,,,,,
#0304010004--,03,Magos Oscuros,Elidora,"I am Elidora! Archmage, Queen of Slime and Chaos!",init,exclamative,neutral,clientFOUR,,,,,
#0304010104--,03,Magos Oscuros,Elidora,"No, they’re not pets… they’re my minions.",dialogue,normal,neutral,clientFOUR,,,,,
#0304019904--,03,Magos Oscuros,Elidora,"Well, one’s my cousin… anyway, CHARGE ME!",end,exclamative,neutral,clientFOUR,,,,,
#030401AA04--,03,Magos Oscuros,Elidora,MWAHAHA! My power grows!,tick,exclamative,neutral,clientFOUR,,,,,
#030401BB04--,03,Magos Oscuros,Elidora,HOW DARE YOU! My slimes will curse you!,cross,exclamative,neutral,clientFOUR,,,,,
#0305010005--,03,Tecnópedos,Denjirenji,Noble human! I require urgent assistance.,init,exclamative,neutral,clientFIVE,,,,,
#0305010105--,03,Tecnópedos,Denjirenji,I’ve run out of batteries and my mother isn’t here.,dialogue,normal,neutral,clientFIVE,,,,,
#030501MG05--,03,Tecnópedos,Denjirenji,Insert them in the top slot before I power down!,mgIN,normal,neutral,clientFIVE,,,,,
#030501OG05--,03,Tecnópedos,Denjirenji,"Thank you, Ronin. I hope my master isn’t mad.",mgOUTGood,normal,neutral,clientFIVE,,,,,
#030501OB05--,03,Tecnópedos,Denjirenji,I’ll become obsolete if I don’t recharge soon…,mgOUTBad,normal,neutral,clientFIVE,,,,,
#0302010006--,03,Híbridos,Elvog,Heeeyyy hic… I’m here for my be-beers hic.,init,normal,neutral,clientSIX,,,,,
#0302010106--,03,Híbridos,Elvog,"Man, I remember the days when I was young, sober, and had a future… hic.",dialogue,exclamative,neutral,clientSIX,,,,,
#0302010206--,03,Híbridos,Elvog,Used to explore ruins… not bars…,dialogue,normal,neutral,clientSIX,,,,,
#0302010306--,03,Híbridos,Elvog,Yesterday I got a job offer as a bar tour guide…,dialogue,normal,neutral,clientSIX,,,,,
#0302010406--,03,Híbridos,Elvog,But I said no. I have principles… even if they’re a bit blurry.,dialogue,normal,neutral,clientSIX,,,,,
#0302019906--,03,Híbridos,Elvog,Charge me before I pass out on the counter.,end,normal,neutral,clientSIX,,,,,
#030201AA06--,03,Híbridos,Elvog,Th-th-thanks hic… you’re the best bartend— I mean cashier hic.,tick,normal,neutral,clientSIX,,,,,
#030201BB06--,03,Híbridos,Elvog,N-no worries hic… the other guy was worse…,cross,normal,neutral,clientSIX,,,,,
#0302050007--,03,Híbridos,Saltarálisis,H-h-hello hu-human… this rune b-b-broke again…,init,normal,neutral,clientSEVEN,,,,,
#0302050107--,03,Híbridos,Saltarálisis,Me is Saltaralisis… car-bunny… me talk bad?,dialogue,interrogative,neutral,clientSEVEN,,,,,
#0302059907--,03,Híbridos,Saltarálisis,Need talk better with runes so me no sound crazy.,end,normal,neutral,clientSEVEN,,,,,
#030205AA07--,03,Híbridos,Saltarálisis,"Th-th-thanks! New rune, new life!",tick,exclamative,neutral,clientSEVEN,,,,,
#030205BB07--,03,Híbridos,Saltarálisis,No… no… me still talk bad…,cross,normal,neutral,clientSEVEN,,,,,
#0304040008--,03,Magos Oscuros,Manolo,"Hello mortal. You haven’t seen a magic book around here, have you?",init,interrogative,neutral,clientEIGHT,,,,,
#0304040108--,03,Magos Oscuros,Manolo,I’ve been searching for one that was stolen — it’s important.,dialogue,interrogative,neutral,clientEIGHT,,,,,
#0304040208--,03,Magos Oscuros,Manolo,...,dialogue,normal,neutral,clientEIGHT,,,,,
#0304040308--,03,Magos Oscuros,Manolo,"Talking's not your strong suit, huh?",dialogue,normal,neutral,clientEIGHT,,,,,
#0304040408--,03,Magos Oscuros,Manolo,"No matter. That thief will remember the name of Manolo, Handyman Mage!",dialogue,exclamative,neutral,clientEIGHT,,,,,
#0304040508--,03,Magos Oscuros,Manolo,That damn squid ruined the ritual…,dialogue,normal,neutral,clientEIGHT,,,,,
#0304040608--,03,Magos Oscuros,Manolo,Ehem... I must return to my church. There’s mass for our god Azathoth.,dialogue,normal,neutral,clientEIGHT,,,,,
#0304049908--,03,Magos Oscuros,Manolo,Now charge me. I’ve got divine duties to fulfill.,end,normal,neutral,clientEIGHT,,,,,
#030404AA08--,03,Magos Oscuros,Manolo,Efficient mortal! You shall be spared a curse… this time.,tick,exclamative,neutral,clientEIGHT,,,,,
#030404BB08--,03,Magos Oscuros,Manolo,"You shall be cursed by our sacred church, fool!",cross,exclamative,neutral,clientEIGHT,,,,,
#0302040009--,03,Híbridos,Petra,Hey cashier! I’m finally a REAL explorer!,init,exclamative,neutral,clientNINE,,,,,
#0302040109--,03,Híbridos,Petra,Explored my first ruin today — a legit technopede tomb!,dialogue,exclamative,neutral,clientNINE,,,,,
#0302040209--,03,Híbridos,Petra,"Full of rusty traps, broken holograms, and a haunted toaster!",dialogue,normal,neutral,clientNINE,,,,,
#0302040309--,03,Híbridos,Petra,"We only found dust, an old slime, and a grandma talking about her ex…",dialogue,normal,neutral,clientNINE,,,,,
#0302040409--,03,Híbridos,Petra,Still awesome. Think I found my calling!,dialogue,normal,neutral,clientNINE,,,,,
#0302049909--,03,Híbridos,Petra,Need this rune for tomorrow’s dimensional rift trip! So excited!,end,exclamative,neutral,clientNINE,,,,,
#030204AA09--,03,Híbridos,Petra,Thanks! I’m giving it my all!,tick,exclamative,neutral,clientNINE,,,,,
#030204BB09--,03,Híbridos,Petra,Really? I just started and already I’m fired?!,cross,exclamative,neutral,clientNINE,,,,,
#0305050010--,03,Tecnópedos,Rústica,"Hey kid… this is still a store, right?",init,interrogative,neutral,clientTEN,,,,,
#0305050110--,03,Tecnópedos,Rústica,You remind me of my grandson… before he exploded.,dialogue,normal,neutral,clientTEN,,,,,
#0305050210--,03,Tecnópedos,Rústica,These items bring back memories…,dialogue,normal,neutral,clientTEN,,,,,
#0305050310--,03,Tecnópedos,Rústica,This rune reminds me of my brother… and the beer reminds me of my ex-husband…,dialogue,normal,neutral,clientTEN,,,,,
#0305059910--,03,Tecnópedos,Rústica,"Actually, everything reminds me of my ex… anyway, charge me.",end,normal,neutral,clientTEN,,,,,
#030505AA10--,03,Tecnópedos,Rústica,Thanks sweetie. You’re just as kind as that doctor who scraped the rust off my soul.,tick,normal,neutral,clientTEN,,,,,
#030505BB10--,03,Tecnópedos,Rústica,Ah… this feels like my second crisis after divorcing that waffle iron.,cross,normal,neutral,clientTEN,,,,,
#0306010099--,03,Desconocida,Minijefe,You survived another day… that’s starting to feel like a miracle.,init,normal,neutral,clientFINAL,,,,,
#0306010199--,03,Desconocida,Minijefe,Go rest in my mother’s basement.,dialogue,normal,neutral,clientFINAL,,,,,
#0306019999--,03,Desconocida,Minijefe,"Good night, human.",end,exclamative,neutral,clientFINAL,,,,,
#0406010000--,04,Desconocida,Minijefe,"Morning, human.",init,normal,neutral,clientZERO,,,,,
#0406010100--,04,Desconocida,Minijefe,Today starts a new promo: “Bring your filthy coupon”.,dialogue,normal,neutral,clientZERO,,,,,
#0406010200--,04,Desconocida,Minijefe,People can now bring in Coupons — a new race used as currency.,dialogue,normal,neutral,clientZERO,,,,,
#0406010300CC,04,Desconocida,Minijefe,"If they have one, they get the coupon promo item for free.",dialogue,normal,neutral,clientZERO,cameraCoupons,,,,
#040601GN00--,04,Desconocida,Minijefe,Now get to work!,gnome,exclamative,neutral,clientZERO,,,,,
#0403020001--,04,Limbásticos,Cululu,"Yo, bro! I survived the date… I think.",init,exclamative,neutral,clientONE,,,,,
#0403020101--,04,Limbásticos,Cululu,Now I need emotional and magical energy.,dialogue,normal,neutral,clientONE,,,,,
#0403020201--,04,Limbásticos,Cululu,I wanna give her a potion — she’s the woman of my dreams.,dialogue,normal,neutral,clientONE,,,,,
#0403020301--,04,Limbásticos,Cululu,Hope the new coupon deal works.,dialogue,normal,neutral,clientONE,,,,,
#0403029901--,04,Limbásticos,Cululu,Should get me one item for free!,end,normal,neutral,clientONE,,,,,
#040302AA01--,04,Limbásticos,Cululu,"Thanks, bro! Really appreciate it!",tick,exclamative,neutral,clientONE,,,,,
#040302BB01--,04,Limbásticos,Cululu,Hey! Don’t you know how to check coupons or what?!,cross,exclamative,neutral,clientONE,,,,,
#0401030002--,04,Elementales,Jissy,"Yo, my dude.",init,normal,neutral,clientTWO,,,,,
#0401030102--,04,Elementales,Jissy,"Need some stuff for my latest mixes, y’know?",dialogue,interrogative,neutral,clientTWO,,,,,
#0401039902--,04,Elementales,Jissy,This should do the trick… or my boss is gonna kill me.,end,normal,neutral,clientTWO,,,,,
#040103AA02--,04,Elementales,Jissy,"Nice, bro! You’re top-tier!",tick,exclamative,neutral,clientTWO,,,,,
#040103BB02--,04,Elementales,Jissy,"Great… I just lost my job. Thanks, human.",cross,normal,neutral,clientTWO,,,,,
#0402040003--,04,Híbridos,Petra,Hey hey!,init,exclamative,neutral,clientTHREE,,,,,
#0402040103--,04,Híbridos,Petra,Found this coupon in a cave yesterday.,dialogue,normal,neutral,clientTHREE,,,,,
#0402040203--,04,Híbridos,Petra,Hope it works for today’s shopping!,dialogue,normal,neutral,clientTHREE,,,,,
#0402049903--,04,Híbridos,Petra,Please charge me right — I need this for my mission!,end,normal,neutral,clientTHREE,,,,,
#040204AA03--,04,Híbridos,Petra,Thanks! Now I’ve got the energy to keep exploring!,tick,exclamative,neutral,clientTHREE,,,,,
#040204BB03--,04,Híbridos,Petra,Oh no… that was important… Hope I make it anyway.,cross,normal,neutral,clientTHREE,,,,,
#0404020004--,04,Magos Oscuros,Geeraard,Hellooo there…,init,normal,neutral,clientFOUR,,,,,
#0404020104--,04,Magos Oscuros,Geeraard,I’m recovering from a little incident.,dialogue,normal,neutral,clientFOUR,,,,,
#0404020204--,04,Magos Oscuros,Geeraard,Someone sold an energy drink to my limbastic.,dialogue,normal,neutral,clientFOUR,,,,,
#0404020304--,04,Magos Oscuros,Geeraard,My summoned creature! Took forever to convince the church to do the ritual…,dialogue,exclamative,neutral,clientFOUR,,,,,
#0404020404--,04,Magos Oscuros,Geeraard,Ingredients were insanely expensive. Had to order some through astral express shipping.,dialogue,normal,neutral,clientFOUR,,,,,
#0404020504--,04,Magos Oscuros,Geeraard,Anyway…,dialogue,normal,neutral,clientFOUR,,,,,
#0404029904--,04,Magos Oscuros,Geeraard,"I need some drinks — with caffeine, please.",end,normal,neutral,clientFOUR,,,,,
#040402AA04--,04,Magos Oscuros,Geeraard,I might read your chronicles someday… if you’re worthy.,tick,normal,neutral,clientFOUR,,,,,
#040402BB04--,04,Magos Oscuros,Geeraard,HOW DARE YOU!,cross,exclamative,neutral,clientFOUR,,,,,
#0403040005--,04,Limbásticos,Patxi,Yo yo! I’m Patxi — the bag runner.,init,exclamative,neutral,clientFIVE,,,,,
#0403040105--,04,Limbásticos,Patxi,Literally run with bags.,dialogue,normal,neutral,clientFIVE,,,,,
#0403040205--,04,Limbásticos,Patxi,Total opposite of my boyfriend Anthony.,dialogue,normal,neutral,clientFIVE,,,,,
#0403040305--,04,Limbásticos,Patxi,He’s a bit slower — needs these drinks to survive coding.,dialogue,normal,neutral,clientFIVE,,,,,
#0403040405--,04,Limbásticos,Patxi,"Like any programmer — no caffeine, no API calls.",dialogue,normal,neutral,clientFIVE,,,,,
#0403040505--,04,Limbásticos,Patxi,"You know, right?",dialogue,normal,neutral,clientFIVE,,,,,
#0403049905--,04,Limbásticos,Patxi,"Anyway, charge me — this is for my sweetheart.",end,normal,neutral,clientFIVE,,,,,
#040304AA05--,04,Limbásticos,Patxi,Efficiency! My babe’s gonna be back from the dead in no time!,tick,exclamative,neutral,clientFIVE,,,,,
#040304BB05--,04,Limbásticos,Patxi,Ugh… my boyfriend’s not gonna be happy about missing his caffeine…,cross,normal,neutral,clientFIVE,,,,,
#0404010006--,04,Magos Oscuros,Elidora,"I need you, filthy human! I lost my slime — Carlos II!",init,exclamative,neutral,clientSIX,,,,,
#0404010106--,04,Magos Oscuros,Elidora,Espero que no se haya fugado con ese gnomo que anda suelto por la tienda.,dialogue,normal,neutral,clientSIX,,,,,
#0404010206--,04,Magos Oscuros,Elidora,Help me find him in this box…,dialogue,normal,neutral,clientSIX,,,,,
#040401MG06--,04,Magos Oscuros,Elidora,Do it before I explode you!,mgIN,exclamative,neutral,clientSIX,,,,,
#040401OG06CO,04,Magos Oscuros,Elidora,It worked! I owe you… maybe I’ll give you a slime minion.,mgOUTGood,normal,neutral,clientSIX,collectable,,,,
#040401OB06--,04,Magos Oscuros,Elidora,Useless human. Carlos II will hate you forever.,mgOUTBad,normal,neutral,clientSIX,,,,,
#0405020007--,04,Tecnópedos,Magmadora,"Hey handsome! I’m Magmachine, the hottest washer in the kingdom.",init,exclamative,neutral,clientSEVEN,,,,,
#0405020107--,04,Tecnópedos,Magmadora,I’ve got a “Shake Booties at the Club” setting tonight.,dialogue,normal,neutral,clientSEVEN,,,,,
#0405020207--,04,Tecnópedos,Magmadora,But first… I need this magical combo.,dialogue,normal,neutral,clientSEVEN,,,,,
#0405029907--,04,Tecnópedos,Magmadora,"With this charm and my wallet, I’ll pay you.",end,normal,neutral,clientSEVEN,,,,,
#040502AA07--,04,Tecnópedos,Magmadora,Mmm… fast hands! I like that.,tick,exclamative,neutral,clientSEVEN,,,,,
#040502BB07--,04,Tecnópedos,Magmadora,Oof… cold much? You resisted all my charms.,cross,exclamative,neutral,clientSEVEN,,,,,
#0401010008--,04,Elementales,Bonnie,Ahh! The store finally receives me!,init,exclamative,neutral,clientEIGHT,,,,,
#0401010108--,04,Elementales,Bonnie,"I’m Bonnie, the Bone Elemental — tragic star of the NecroArt Museum.",dialogue,normal,neutral,clientEIGHT,,,,,
#0401010208--,04,Elementales,Bonnie,I used to walk dinosaur catwalks… now I’m a coat rack.,dialogue,normal,neutral,clientEIGHT,,,,,
#0401010308--,04,Elementales,Bonnie,"But today, darling, I treat myself.",dialogue,normal,neutral,clientEIGHT,,,,,
#0401010408--,04,Elementales,Bonnie,A beer for my sorrows… a dead cat to end my loneliness.,dialogue,normal,neutral,clientEIGHT,,,,,
#0401019908--,04,Elementales,Bonnie,"Charge me well, sweetie, or I’ll collapse dramatically right here.",end,normal,neutral,clientEIGHT,,,,,
#040101AA08--,04,Elementales,Bonnie,Divine! You’ve treated me like the legend I am!,tick,exclamative,neutral,clientEIGHT,,,,,
#040101BB08--,04,Elementales,Bonnie,How horrid! And I came ready to spend my star salary!,cross,exclamative,neutral,clientEIGHT,,,,,
#0402030009--,04,Híbridos,Mara,"Morning sugar. You’re such a good worker, I can tell.""",init,normal,neutral,clientNINE,,,,,
#0402030109--,04,Híbridos,Mara,Should’ve followed your example instead of going on that awful date…,dialogue,normal,neutral,clientNINE,,,,,
#0402030209--,04,Híbridos,Mara,Gave love another shot… spent hours on my Hybrinder profile…,dialogue,normal,neutral,clientNINE,,,,,
#0402030309--,04,Híbridos,Mara,"Met at Bareau's small nightclub, claws freshly sharpened…""",dialogue,normal,neutral,clientNINE,,,,,
#0402030409--,04,Híbridos,Mara,And turns out — not even a hybrid.,dialogue,normal,neutral,clientNINE,,,,,
#0402030509--,04,Híbridos,Mara,Dude had a giant orb for a head.,dialogue,normal,neutral,clientNINE,,,,,
#0402030609--,04,Híbridos,Mara,"Still went to dinner, but blocked him right after.""",dialogue,normal,neutral,clientNINE,,,,,
#0402030709--,04,Híbridos,Mara,My lucky claw must’ve stopped working — it’s from my ex-husband.,dialogue,normal,neutral,clientNINE,,,,,
#0402039909--,04,Híbridos,Mara,"Sorry if I bored you… charge me, sweetie. I’ve got more stores to hit.",end,normal,neutral,clientNINE,,,,,
#040203AA09--,04,Híbridos,Mara,Thanks honey… hope your dates go better than mine.,tick,normal,neutral,clientNINE,,,,,
#040203BB09--,04,Híbridos,Mara,This stuff’s banned? Weird… saw other people buy it yesterday.,cross,interrogative,neutral,clientNINE,,,,,
#0403010010--,04,Limbásticos,Antonio,"Yo, fellow wage slave.",init,normal,neutral,clientTEN,,,,,
#0403010110--,04,Limbásticos,Antonio,Slept 40 minutes… not even in a row.,dialogue,normal,neutral,clientTEN,,,,,
#0403010210--,04,Limbásticos,Antonio,My partner made me go running at sunrise.,dialogue,normal,neutral,clientTEN,,,,,
#0403010310--,04,Limbásticos,Antonio,Said it was romantic — squats at dawn with weights.,dialogue,normal,neutral,clientTEN,,,,,
#0403010410--,04,Limbásticos,Antonio,I’m more tired than debugging cursed code.,dialogue,normal,neutral,clientTEN,,,,,
#0403019910--,04,Limbásticos,Antonio,Let’s see if this ramen gets me through the day…,end,normal,neutral,clientTEN,,,,,
#040301AA10--,04,Limbásticos,Antonio,Thanks… hope I don’t fall asleep programming a golem’s respiratory system.,tick,normal,neutral,clientTEN,,,,,
#040301BB10--,04,Limbásticos,Antonio,Welp… another bug in real life. I’m used to it.,cross,normal,neutral,clientTEN,,,,,
#0401060011--,04,Elementales,Terry,Yooo!,init,exclamative,neutral,clientELEVEN,,,,,
#0401060111--,04,Elementales,Terry,Worked a bachelor party with Rave-n yesterday…,dialogue,normal,neutral,clientELEVEN,,,,,
#0401060211--,04,Elementales,Terry,She was on the DJ deck — I was on the dance floor.,dialogue,normal,neutral,clientELEVEN,,,,,
#0401060311--,04,Elementales,Terry,"There were lights, fog, streamers… and a crystal ball that, well…",dialogue,normal,neutral,clientELEVEN,,,,,
#0401060411--,04,Elementales,Terry,Let’s say I now appreciate padded chairs a bit more.,dialogue,normal,neutral,clientELEVEN,,,,,
#0401060511--,04,Elementales,Terry,Ended up in a very… uncomfortable situation.,dialogue,normal,neutral,clientELEVEN,,,,,
#0401060611--,04,Elementales,Terry,"But hey, we laughed! And used ointment.",dialogue,normal,neutral,clientELEVEN,,,,,
#0401069911--,04,Elementales,Terry,"Anyway, charge me! Got another party tonight!",end,normal,neutral,clientELEVEN,,,,,
#040106AA11--,04,Elementales,Terry,"Now THAT’s what I’m talking about! Thanks, bro!",tick,exclamative,neutral,clientELEVEN,,,,,
#040106BB11--,04,Elementales,Terry,Coupon doesn’t work? Oh well… at least it doesn’t hurt as much as sitting today.,cross,interrogative,neutral,clientELEVEN,,,,,
#0406020099--,04,Desconocida,Detective,"Good morning, clerk. Looks like you've had a busy shift.",init,normal,neutral,clientFINAL,,,,,
#0406020199--,04,Desconocida,Detective,Yesterday we sent Detective León to question the suspects. Turns out Giovanni *did* know something.,dialogue,normal,neutral,clientFINAL,,,,,
#0406020299--,04,Desconocida,Detective,"He was in possession of an ancient spellbook — banned centuries ago, though no one remembers why.",dialogue,normal,neutral,clientFINAL,,,,,
#0406020399--,04,Desconocida,Detective,He was also seen near the gas station where the victim worked the same night.,dialogue,normal,neutral,clientFINAL,,,,,
#0406020499--,04,Desconocida,Detective,"But after checking, we confirmed his story. He’s off the suspect list.",dialogue,normal,neutral,clientFINAL,,,,,
#0406020599--,04,Desconocida,Detective,"However, we found something else — someone from this shop may be involved.",dialogue,normal,neutral,clientFINAL,,,,,
